,,,,,,,,
1.2686,1.2227,1.3077,0.83191,0.82579,0.89487,0,0,0
1,1,1,1,1,1,1,1,1
1.2752,1.2225,1.3046,0.83466,0.82443,0.89316,0,0,0
1,1,1,1,1,1,1,1,1
1.281,1.2243,1.3014,0.8385,0.82336,0.89181,0,0,0
1,1,1,1,1,1,1,1,1
1.2871,1.2265,1.2978,0.8431,0.82314,0.89054,0,0,0
1,1,1,1,1,1,1,1,1
1.2922,1.2283,1.2953,0.84796,0.8238,0.88888,0,0,0
1,1,1,1,1,1,1,1,1
1.297,1.231,1.2919,0.85235,0.82491,0.88667,0,0,0
1,1,1,1,1,1,1,1,1
1.3009,1.2339,1.2884,0.85716,0.82718,0.8844,0,0,0
1,1,1,1,1,1,1,1,1
1.3053,1.2366,1.2843,0.86294,0.83023,0.88221,0,0,0
1,1,1,1,1,1,1,1,1
1.3096,1.2398,1.2799,0.86872,0.83304,0.87935,0,0,0
1,1,1,1,1,1,1,1,1
1.3142,1.2435,1.2755,0.87535,0.83674,0.87796,0,0,0
1,1,1,1,1,1,1,1,1
1.3186,1.2467,1.271,0.88137,0.84126,0.87599,0,0,0
1,1,1,1,1,1,1,1,1
1.3231,1.2506,1.266,0.88693,0.84557,0.8743,0,0,0
1,1,1,1,1,1,1,1,1
1.328,1.2542,1.2602,0.89289,0.85004,0.87297,0,0,0
1,1,1,1,1,1,1,1,1
1.3328,1.2579,1.2547,0.89825,0.85506,0.87113,0,0,0
1,1,1,1,1,1,1,1,1
1.3365,1.2619,1.2489,0.90301,0.86012,0.86912,0,0,0
1,1,1,1,1,1,1,1,1
1.3406,1.2652,1.2424,0.90747,0.86521,0.86795,0,0,0
1,1,1,1,1,1,1,1,1
1.345,1.2688,1.2362,0.91061,0.87052,0.86721,0,0,0
1,1,1,1,1,1,1,1,1
1.3498,1.2731,1.2298,0.91355,0.87585,0.86626,0,0,0
1,1,1,1,1,1,1,1,1
1.3542,1.2772,1.2242,0.91614,0.88189,0.86522,0,0,0
1,1,1,1,1,1,1,1,1
1.3579,1.2809,1.219,0.91761,0.88715,0.86405,0,0,0
1,1,1,1,1,1,1,1,1
1.3611,1.2859,1.2138,0.91857,0.89158,0.8628,0,0,0
1,1,1,1,1,1,1,1,1
1.3636,1.2903,1.2093,0.91916,0.89628,0.86202,0,0,0
1,1,1,1,1,1,1,1,1
1.3651,1.296,1.2052,0.91877,0.90091,0.8615,0,0,0
1,1,1,1,1,1,1,1,1
1.3649,1.3019,1.2021,0.91889,0.90567,0.86047,0,0,0
1,1,1,1,1,1,1,1,1
1.3642,1.3069,1.1997,0.91764,0.90935,0.85874,0,0,0
1,1,1,1,1,1,1,1,1
1.3611,1.3129,1.1979,0.91625,0.91317,0.85785,0,0,0
1,1,1,1,1,1,1,1,1
1.3584,1.3191,1.198,0.91435,0.91702,0.85619,0,0,0
1,1,1,1,1,1,1,1,1
1.3548,1.3251,1.1971,0.91281,0.92044,0.85465,0,0,0
1,1,1,1,1,1,1,1,1
1.3501,1.3315,1.1988,0.91144,0.92267,0.85327,0,0,0
1,1,1,1,1,1,1,1,1
1.344,1.3367,1.2012,0.90928,0.9249,0.85191,0,0,0
1,1,1,1,1,1,1,1,1
1.3378,1.342,1.2048,0.90736,0.9277,0.85111,0,0,0
1,1,1,1,1,1,1,1,1
1.3318,1.3469,1.2091,0.90597,0.92981,0.85003,0,0,0
1,1,1,1,1,1,1,1,1
1.326,1.3519,1.2138,0.90458,0.9307,0.84933,0,0,0
1,1,1,1,1,1,1,1,1
1.3208,1.3566,1.2195,0.90277,0.93179,0.84849,0,0,0
1,1,1,1,1,1,1,1,1
1.3159,1.3612,1.2255,0.90181,0.93342,0.84834,0,0,0
1,1,1,1,1,1,1,1,1
1.312,1.3642,1.2321,0.90144,0.93514,0.84867,0,0,0
1,1,1,1,1,1,1,1,1
1.3091,1.3682,1.2393,0.90204,0.93614,0.84962,0,0,0
1,1,1,1,1,1,1,1,1
1.3084,1.3709,1.2467,0.90276,0.93702,0.851,0,0,0
1,1,1,1,1,1,1,1,1
1.3094,1.3739,1.2536,0.90501,0.93784,0.85271,0,0,0
1,1,1,1,1,1,1,1,1
1.3119,1.376,1.2614,0.90626,0.93945,0.85425,0,0,0
1,1,1,1,1,1,1,1,1
1.3159,1.3774,1.2687,0.90935,0.94007,0.85729,0,0,0
1,1,1,1,1,1,1,1,1
1.3221,1.3784,1.2754,0.91251,0.94031,0.86045,0,0,0
1,1,1,1,1,1,1,1,1
1.3291,1.3783,1.2839,0.91559,0.94043,0.86443,0,0,0
1,1,1,1,1,1,1,1,1
1.3364,1.3778,1.2919,0.91922,0.93992,0.86833,0,0,0
1,1,1,1,1,1,1,1,1
1.3454,1.3765,1.2995,0.92238,0.93958,0.87305,0,0,0
1,1,1,1,1,1,1,1,1
1.3542,1.3749,1.3071,0.92644,0.93931,0.87871,0,0,0
1,1,1,1,1,1,1,1,1
1.3638,1.3728,1.3149,0.92972,0.93805,0.88456,0,0,0
1,1,1,1,1,1,1,1,1
1.3716,1.3697,1.3225,0.93228,0.93619,0.88967,0,0,0
1,1,1,1,1,1,1,1,1
1.3785,1.3667,1.3297,0.93481,0.93455,0.8957,0,0,0
1,1,1,1,1,1,1,1,1
1.3843,1.3631,1.3368,0.9367,0.93206,0.90083,0,0,0
1,1,1,1,1,1,1,1,1
1.3885,1.3587,1.3434,0.93936,0.92944,0.90621,0,0,0
1,1,1,1,1,1,1,1,1
1.392,1.3557,1.3497,0.94089,0.92757,0.91077,0,0,0
1,1,1,1,1,1,1,1,1
1.3931,1.352,1.3555,0.94194,0.92525,0.9144,0,0,0
1,1,1,1,1,1,1,1,1
1.393,1.3495,1.3608,0.9425,0.92336,0.91801,0,0,0
1,1,1,1,1,1,1,1,1
1.3915,1.3472,1.3658,0.94239,0.92166,0.92158,0,0,0
1,1,1,1,1,1,1,1,1
1.3878,1.3446,1.371,0.94152,0.91952,0.92435,0,0,0
1,1,1,1,1,1,1,1,1
1.3836,1.3426,1.3759,0.94114,0.91758,0.92722,0,0,0
1,1,1,1,1,1,1,1,1
1.3784,1.3401,1.3806,0.93918,0.91561,0.92943,0,0,0
1,1,1,1,1,1,1,1,1
1.3733,1.3382,1.3834,0.93726,0.91435,0.93163,0,0,0
1,1,1,1,1,1,1,1,1
1.3685,1.3383,1.3858,0.93614,0.91365,0.93254,0,0,0
1,1,1,1,1,1,1,1,1
1.364,1.3369,1.3883,0.93439,0.9127,0.93292,0,0,0
1,1,1,1,1,1,1,1,1
1.36,1.3359,1.3894,0.9326,0.91167,0.93258,0,0,0
1,1,1,1,1,1,1,1,1
1.3574,1.3349,1.3901,0.93134,0.91066,0.93179,0,0,0
1,1,1,1,1,1,1,1,1
1.3555,1.3341,1.3906,0.93019,0.90975,0.93141,0,0,0
1,1,1,1,1,1,1,1,1
1.3547,1.3332,1.3906,0.92963,0.90902,0.93003,0,0,0
1,1,1,1,1,1,1,1,1
1.3556,1.3327,1.3903,0.92959,0.90822,0.92903,0,0,0
1,1,1,1,1,1,1,1,1
1.3573,1.3324,1.3893,0.92943,0.90775,0.92748,0,0,0
1,1,1,1,1,1,1,1,1
1.3599,1.3318,1.3878,0.92959,0.90743,0.92537,0,0,0
1,1,1,1,1,1,1,1,1
1.3633,1.3309,1.3851,0.93008,0.90765,0.92299,0,0,0
1,1,1,1,1,1,1,1,1
1.3673,1.3303,1.3823,0.93137,0.90741,0.92116,0,0,0
1,1,1,1,1,1,1,1,1
1.3709,1.33,1.379,0.93283,0.90694,0.91949,0,0,0
1,1,1,1,1,1,1,1,1
1.3741,1.3305,1.3756,0.9334,0.90756,0.91823,0,0,0
1,1,1,1,1,1,1,1,1
1.3771,1.3306,1.3717,0.9347,0.90826,0.91707,0,0,0
1,1,1,1,1,1,1,1,1
1.3797,1.3309,1.3677,0.93592,0.90829,0.9158,0,0,0
1,1,1,1,1,1,1,1,1
1.3813,1.3308,1.3631,0.93603,0.90786,0.91516,0,0,0
1,1,1,1,1,1,1,1,1
1.3813,1.3318,1.3584,0.93612,0.90807,0.91477,0,0,0
1,1,1,1,1,1,1,1,1
1.38,1.333,1.3536,0.9361,0.90828,0.91511,0,0,0
1,1,1,1,1,1,1,1,1
1.3778,1.3345,1.3483,0.93567,0.90803,0.91525,0,0,0
1,1,1,1,1,1,1,1,1
1.3741,1.3359,1.3432,0.93504,0.90777,0.91603,0,0,0
1,1,1,1,1,1,1,1,1
1.37,1.3384,1.338,0.93439,0.90631,0.91772,0,0,0
1,1,1,1,1,1,1,1,1
1.3642,1.3393,1.3321,0.93299,0.90514,0.91823,0,0,0
1,1,1,1,1,1,1,1,1
1.3566,1.3413,1.3276,0.93156,0.90354,0.91954,0,0,0
1,1,1,1,1,1,1,1,1
1.3494,1.3424,1.3215,0.9308,0.90194,0.92093,0,0,0
1,1,1,1,1,1,1,1,1
1.3427,1.343,1.316,0.93074,0.90013,0.92265,0,0,0
1,1,1,1,1,1,1,1,1
1.3351,1.3437,1.3104,0.93081,0.89728,0.92414,0,0,0
1,1,1,1,1,1,1,1,1
1.3269,1.3426,1.3062,0.93072,0.89431,0.9264,0,0,0
1,1,1,1,1,1,1,1,1
1.3195,1.3415,1.3022,0.93102,0.89188,0.92899,0,0,0
1,1,1,1,1,1,1,1,1
1.3133,1.3401,1.2987,0.93172,0.88987,0.93131,0,0,0
1,1,1,1,1,1,1,1,1
1.3084,1.3374,1.2967,0.93253,0.88772,0.93375,0,0,0
1,1,1,1,1,1,1,1,1
1.3033,1.3347,1.2943,0.9335,0.88598,0.9366,0,0,0
1,1,1,1,1,1,1,1,1
1.2994,1.3314,1.2921,0.93445,0.88447,0.93972,0,0,0
1,1,1,1,1,1,1,1,1
1.2959,1.3269,1.2902,0.93622,0.88292,0.94158,0,0,0
1,1,1,1,1,1,1,1,1
1.2936,1.3234,1.2889,0.93769,0.88201,0.94381,0,0,0
1,1,1,1,1,1,1,1,1
1.2923,1.3191,1.2868,0.93936,0.88096,0.94523,0,0,0
1,1,1,1,1,1,1,1,1
1.2925,1.3147,1.2838,0.94122,0.88019,0.94573,0,0,0
1,1,1,1,1,1,1,1,1
1.2932,1.3112,1.2805,0.94193,0.8801,0.9449,0,0,0
1,1,1,1,1,1,1,1,1
1.2929,1.3068,1.2758,0.94265,0.88134,0.94248,0,0,0
1,1,1,1,1,1,1,1,1
1.2944,1.303,1.2707,0.94387,0.88311,0.93988,0,0,0
1,1,1,1,1,1,1,1,1
1.2957,1.2997,1.2661,0.94402,0.88426,0.93617,0,0,0
1,1,1,1,1,1,1,1,1
1.2977,1.2968,1.261,0.94329,0.88696,0.93296,0,0,0
1,1,1,1,1,1,1,1,1
